Region Name,Region Type,Data Type,2020-04-14 10:00:00,2020-05-14 20:00:00,2020-06-14 06:00:00,2020-07-14 16:00:00,2020-08-14 02:00:00,2020-09-13 12:00:00
Columbus Metro,metro,Top Tier,355835.8731469836,357248.45401691657,358769.69495376747,360834.2362252079,363224.75769740215,365180.6389019247
Dallas-Fort Worth-Arlington Metro,metro,Top Tier,421309.1576118165,421723.1646960767,421826.6664671418,422240.67355140205,423068.6877199226,424310.7089727033
Davenport-Moline-Rock Island Metro,metro,Top Tier,228550.20858942668,229085.3743505348,229513.5069594213,229941.6395683078,230583.83848163756,231440.10369941054
Dayton Metro,metro,Top Tier,241380.73151090776,242755.10722563337,244129.48294035898,245732.92127420555,247450.89091761256,250085.11103750335
Denver-Aurora-Lakewood Metro,metro,Top Tier,658147.4092285456,658971.8925761356,660826.9801082129,663403.4905694313,665773.8801937524,668144.2698180734
Des Moines-West Des Moines Metro,metro,Top Tier,321722.0416927277,322144.9186488334,322567.79560493905,322990.67256104475,323096.3918000712,323519.2687561768
Detroit-Warren-Dearborn Metro,metro,Top Tier,329243.77003222774,330055.1131336936,330967.8741228426,332083.4708873581,333604.73920260655,336038.768507004
Duluth Metro,metro,Top Tier,285697.9554735805,287343.9031170307,288441.20154599746,290087.14918944763,292062.2863615878,293708.234005038
Durham-Chapel Hill Metro,metro,Top Tier,450697.2181113444,451694.8934381277,452581.71595082403,453025.1272071722,453468.53846352035,453911.9497198685
El Centro Metro,metro,Top Tier,296238.56333219365,297057.457996615,299411.78015682637,302175.5496492485,305246.40464082855,308214.89779935597
Erie Metro,metro,Top Tier,207911.776844217,208354.6738682807,208686.84663632844,209240.46791640803,209794.08919648762,210458.43473258312
Eugene Metro,metro,Top Tier,457777.1843180055,460904.946488691,465038.0607856683,469171.1750826456,473527.7009632434,477884.226843841
Evansville Metro,metro,Top Tier,241987.35296012223,242991.75369123067,244330.95466604194,245000.55515344755,246004.955884556,246562.95629072736
Fayetteville Metro,metro,Top Tier,218038.10014106744,218838.14760941642,219938.2128783963,220938.27221383256,221438.3018815507,221938.33154926883
Fayetteville-Springdale-Rogers Metro,metro,Top Tier,323925.68952418177,325004.29848653177,325975.04655264673,327269.3773074667,328132.2644773467,328779.4298547566
Flagstaff Metro,metro,Top Tier,548117.9268789914,549990.8690963921,551967.8636592039,553944.8582220157,555921.8527848275,559459.6325288065
Flint Metro,metro,Top Tier,223071.90945773217,224337.10199287365,225391.42910549155,225918.5926618005,226340.32350684766,226762.05435189483
Fort Collins Metro,metro,Top Tier,598309.3663348379,598827.0005563805,599241.1079336145,600897.5374425509,601415.1716640934,603175.1280173382
Fort Smith Metro,metro,Top Tier,190567.67239111126,191347.52926826687,192238.79427073043,193130.059273194,194021.32427565753,194801.18115281314
Fort Wayne Metro,metro,Top Tier,256701.14334757635,257833.43282888812,258965.72231019987,260211.24073964282,261683.2170653481,262815.50654665986
Fresno Metro,metro,Top Tier,396304.5812389727,396717.35183199955,397646.0856663099,398471.6268523635,399709.938631444,401464.213651808
Gainesville Metro,metro,Top Tier,319724.1376503114,320477.6301297236,321015.8390435894,322415.1822196405,324460.37609233067,326075.0028339282
Gainesville Metro,metro,Top Tier,399149.3694124941,399149.3694124941,399357.2761005578,400708.66957297205,402371.92307748186,404139.12992602354
Glens Falls Metro,metro,Top Tier,327270.13399130595,327376.68809005705,327483.24218880816,328016.0126825636,328868.4454725724,330040.5405588345
Grand Junction Metro,metro,Top Tier,415758.4000435066,418119.29214637214,420030.4905153585,423628.04038639175,428687.0948925322,432621.9150639748
Grand Rapids-Wyoming Metro,metro,Top Tier,344090.5094621057,346535.51102757,347811.164018247,349724.64350426255,351212.90532671905,353232.68922862434
Greeley Metro,metro,Top Tier,549624.0809515734,551812.5377506816,552958.8722645002,554417.8434639057,556293.663577427,559315.8182047671
Green Bay Metro,metro,Top Tier,280757.9901298803,281958.7992295305,283268.7727927852,284687.9108196445,286107.0488465038,287198.6934825494
Greensboro-High Point Metro,metro,Top Tier,277122.21406119474,278163.77327479224,279205.33248838974,280709.8069080306,282677.19653371477,284991.7725639314
Greenville-Anderson-Mauldin Metro,metro,Top Tier,332998.42914733745,334102.83356475446,334875.9166569464,335980.3210743634,337195.16593352216,338630.8916761643
Hagerstown-Martinsburg Metro,metro,Top Tier,297506.18328588764,297927.7631887553,299192.5028973584,300457.24260596145,301932.7722659984,303092.11699888454
Harrisburg-Carlisle Metro,metro,Top Tier,297568.1865447358,298352.8745915093,299137.56263828283,299810.1523926601,301043.2336090185,302276.3148253769
Hartford-West Hartford-East Hartford Metro,metro,Top Tier,347405.2697269953,347720.00250979397,347845.89562291343,348034.73529259267,348097.6818491524,348664.20085819
Hickory-Lenoir-Morganton Metro,metro,Top Tier,270846.4784430472,272008.2138701341,273053.77575451235,274215.5111815992,275377.2466086861,276306.6349503556
Houston-The Woodlands-Sugar Land Metro,metro,Top Tier,372193.2433834576,372885.25782321166,373478.41305728664,373676.13146864495,374170.4274970407,375159.01955383224
Huntington-Ashland Metro,metro,Top Tier,193295.0631874482,193620.8748583702,193946.68652929217,194163.89430990684,194272.49820021418,194272.49820021418
Huntsville Metro,metro,Top Tier,313808.1707573633,316210.0992406572,319244.1141669231,323289.46740194433,328346.1589457209,333655.68506668624
Indianapolis-Carmel-Anderson Metro,metro,Top Tier,316168.42758988845,317703.0265047821,318689.55437864223,320004.92487712245,321868.3664166361,323731.8079561498
Jackson Metro,metro,Top Tier,256446.8796896333,256771.1510861014,257527.78434452694,258176.32713746314,258824.86993039935,259149.14132686745
Jacksonville Metro,metro,Top Tier,383224.0850249496,384187.05578881176,385471.0168072947,387396.95833501895,389643.890117364,392104.81540278957
Kalamazoo-Portage Metro,metro,Top Tier,290088.2162189812,290626.7175928027,291488.3197909171,292349.9219890315,292996.12363761733,292996.12363761733
Kansas City Metro,metro,Top Tier,349806.6489236453,350562.5133579738,351210.39715882676,351642.31969272875,352722.1260274837,354449.8161630917
Kennewick-Richland Metro,metro,Top Tier,453776.3167803545,454797.58376250335,456840.1177268011,458769.1775819711,459223.0740184817,458655.70347284345
Kingsport-Bristol-Bristol Metro,metro,Top Tier,233829.82855695212,234510.33037489722,235304.2491624998,236098.1679501024,237232.3376466775,238139.67340393763
Knoxville Metro,metro,Top Tier,332321.6961011516,334392.05235087965,336117.34922565304,337842.64610042644,339567.9429751999,341868.33880823106
Lakeland-Winter Haven Metro,metro,Top Tier,270846.5748975734,272449.8070396224,274373.68561008124,276190.6820377368,278542.08917940874,280893.4963210806
Lancaster Metro,metro,Top Tier,372354.51488080557,372687.7946487395,372909.98116069543,373354.35418460733,374687.47325634304,377353.7113998144
Lansing-East Lansing Metro,metro,Top Tier,262151.16003841144,263329.6074142697,263972.3968920106,264615.1863697514,265365.1074271157,266115.02848448005
Las Vegas-Henderson-Paradise Metro,metro,Top Tier,423926.2557320908,425577.3602454235,426918.8826625063,428776.3752400056,430427.4797533383,433832.882812087
Lexington-Fayette Metro,metro,Top Tier,330712.47057914414,332457.26515288296,334093.0100657631,334965.4073526325,335074.4570134912,335837.8046395019
Lincoln Metro,metro,Top Tier,314369.3230693921,315745.59919484076,317016.0079260242,317862.94708014646,318286.4166572076,319027.48841706454
Little Rock-North Little Rock-Conway Metro,metro,Top Tier,255596.16583417635,256041.63287214434,256375.73315062033,256598.46666960433,256932.56694808032,257934.86778350826
Louisville/Jefferson County Metro,metro,Top Tier,305460.0179680677,306983.20050211076,308288.7855312905,309703.1693129019,310791.15683721844,311879.14436153485
Lynchburg Metro,metro,Top Tier,309578.8718564238,309799.07312663936,310900.07947771717,311890.98519368726,313102.09217987285,313762.69599051954
Macon-Bibb County Metro,metro,Top Tier,221339.99457761238,221556.8148923545,221773.63520709664,221448.40473498343,221665.2250497256,221773.63520709664
Madera Metro,metro,Top Tier,370084.9950464744,371522.3536177163,373986.3968827025,377374.4563720585,380146.5050451679,382610.5483101541
Madison Metro,metro,Top Tier,419978.46235731326,421394.1188899252,423245.3620479562,424334.3286115039,425858.88180047064,427492.3316457921
Manchester-Nashua Metro,metro,Top Tier,421924.41458540875,424563.3343446766,427312.2090939139,430280.99382309016,433689.5985121444,437867.88813098514
Medford Metro,metro,Top Tier,487861.45286562183,488789.8600126271,490646.67430663767,492090.8632019792,494153.99019532424,496423.4298880038
Memphis Metro,metro,Top Tier,291521.84758720646,293359.7567972088,295427.4046584614,296805.83656596317,298414.0071247152,300251.91633471753
Merced Metro,metro,Top Tier,369589.48025230196,370506.41297927685,371423.3457062518,373155.32974609325,376517.41641166795,379981.3844913509
Miami-Fort Lauderdale-West Palm Beach Metro,metro,Top Tier,521845.513720381,522450.60244878347,522954.84305578546,523862.4761483891,526181.9829405984,527896.4010044052
Milwaukee-Waukesha-West Allis Metro,metro,Top Tier,347182.7805206498,348709.39865809516,350345.06094821513,352089.76739100984,353289.2530704311,354379.6945971778
Minneapolis-St. Paul-Bloomington Metro,metro,Top Tier,439753.90891868365,441438.6527475684,443123.3965764531,444492.250937422,446282.29125561204,448388.221041718
Mobile Metro,metro,Top Tier,212201.06551215437,213123.7001878204,214214.08662269844,215136.72129836446,216310.9836128485,217149.74240890855
Modesto Metro,metro,Top Tier,448101.3743502862,449725.31569098524,451146.2643640969,451552.2496992717,453683.67270893924,455510.6067172257
Montgomery Metro,metro,Top Tier,243076.98332381327,243791.2402159901,244505.49710816695,245219.7540003438,245831.97419363822,246546.23108581506
Myrtle Beach-Conway-North Myrtle Beach Metro,metro,Top Tier,343901.509532646,344718.9954997663,345740.85295866674,347069.26765523735,347273.6391470174,348193.3108600278
Napa Metro,metro,Top Tier,1305769.180121823,1303906.4245787347,1299298.555603727,1295180.8854558475,1291259.2948388197,1290474.9767154139
Naples-Immokalee-Marco Island Metro,metro,Top Tier,799872.6261338468,799287.874307745,800554.8365976322,801042.1297860503,802016.7161628865,804550.6407426607
Nashville-Davidson--Murfreesboro--Franklin Metro,metro,Top Tier,474774.38465398754,476363.5093177528,478058.575625769,480071.46686653816,482296.24139580945,484838.84085783374
New Haven-Milford Metro,metro,Top Tier,348837.46467542386,349032.6929298419,348837.46467542386,349748.5298627082,350464.36679557443,351440.5080676648
New Orleans-Metairie Metro,metro,Top Tier,327061.6870019909,327802.4541709165,329601.46015259286,331400.46613426926,332882.0004721204,333199.47211594565
New York-Newark-Jersey City Metro,metro,Top Tier,849325.0741612951,848604.771959648,848604.771959648,848913.472903211,849325.0741612951,849325.0741612951
Norwich-New London Metro,metro,Top Tier,360577.7848165855,360429.53164207225,360207.15188030247,361244.9241018948,361541.4304509212,360726.03799109865
Ocala Metro,metro,Top Tier,272193.84555795044,272629.4908757447,273827.515499679,274589.89480581897,274916.6287941647,275352.274111959
Ogden-Clearfield Metro,metro,Top Tier,460986.9443093719,463184.32487143285,465931.0505740092,468677.7762765855,471534.3710072648,474390.9657379442
Oklahoma City Metro,metro,Top Tier,261978.67302366276,262843.9442633158,263601.0565980122,264898.9634574917,265980.552507058,267602.9360814075
Olympia-Tumwater Metro,metro,Top Tier,483626.8938624814,487786.50713618123,492620.6522921027,497342.37546765385,503188.3184469077,510608.16915134527
Omaha-Council Bluffs Metro,metro,Top Tier,325854.38056030695,327170.39875316975,328267.0805805554,329912.10332163394,331886.1306109282,333969.82608296094
Orlando-Kissimmee-Sanford Metro,metro,Top Tier,384632.85738716,385888.81270132266,387144.76801548526,388819.37510103546,390703.3080722794,392901.22987206397
Oxnard-Thousand Oaks-Ventura Metro,metro,Top Tier,893807.7253327506,896006.2676171749,899104.2135634092,901102.8883674312,902102.2257694423,902402.0269900457
Palm Bay-Melbourne-Titusville Metro,metro,Top Tier,374320.7794882993,375557.54355759424,377103.4986442129,378855.5810757141,380916.854524539,384317.95571510016
Panama City Metro,metro,Top Tier,356963.24595925905,359331.25425860484,362345.08300322684,367834.55678807397,372355.2999050069,377198.95324457786
Pensacola-Ferry Pass-Brent Metro,metro,Top Tier,326313.723894153,327522.11517707043,328400.94520101044,329938.89774290536,332245.8265557478,334772.46287457517
Peoria Metro,metro,Top Tier,203715.99638168956,203845.09297024508,204038.73785307835,204361.47932446713,204684.2207958559,205071.51056152242
Philadelphia-Camden-Wilmington Metro,metro,Top Tier,418650.11108419904,419188.7122349309,419727.31338566274,420373.6347665409,421019.9561474191,421019.9561474191
Phoenix-Mesa-Scottsdale Metro,metro,Top Tier,460204.25268066,463044.2425601207,466391.37348948506,469637.07620886876,472882.7789282524,476737.05090752046
Pittsburgh Metro,metro,Top Tier,292501.1444886615,293800.71033490665,295316.87048885936,296399.842027397,297374.51641208085,298565.7851044723
Port St. Lucie Metro,metro,Top Tier,384503.5163964292,385440.13342354767,386480.81900923484,387833.71027062816,388874.3958563153,390123.21855913993
Portland-South Portland Metro,metro,Top Tier,502789.70623485016,506245.26765338687,509366.4199023878,513602.26938317466,518172.5280334974,523411.6050228917
Portland-Vancouver-Hillsboro Metro,metro,Top Tier,608774.3203307934,610213.546263534,611241.5647869201,612372.3851626449,613708.8092430469,616176.0536991737
Prescott Metro,metro,Top Tier,518393.84250121657,519344.518777492,520506.4564484953,523992.2694615052,528428.7587507905,533182.1401321676
Providence-Warwick Metro,metro,Top Tier,487044.0603207766,488977.98421350005,490374.7070249114,491771.4298363228,493812.79394530866,495424.39718924486
Pueblo Metro,metro,Top Tier,293831.62709581666,295648.65855999285,297124.996624636,298714.89915579016,300872.6240194994,303257.4778162306
Punta Gorda Metro,metro,Top Tier,357437.507261615,357853.71983486356,357957.7729781757,357021.2946883664,355460.4975386843,355668.60382530856
Raleigh Metro,metro,Top Tier,452966.94585177756,454370.5679284241,455342.3062891795,455558.24814712506,456098.1027919891,457177.81208171725
Reading Metro,metro,Top Tier,288088.76649052056,289853.0119149649,291837.7880174646,293271.2374248256,294594.4214931588,296358.66691760306
Reno Metro,metro,Top Tier,611684.3383097847,614882.6115337552,617771.3744457287,620556.967253703,623652.0703736746,627366.1941176404
Richmond Metro,metro,Top Tier,390953.7955778646,391392.02621014894,392049.37215857534,392487.6027908596,393473.6217134992,394459.6406361388
Riverside-San Bernardino-Ontario Metro,metro,Top Tier,546984.3132269982,548488.1830458994,551094.8907319946,551896.9546354086,553400.8244543098,554804.4362852841
Roanoke Metro,metro,Top Tier,320166.931999821,320948.17393890326,321282.9919127957,321506.2038953906,321841.021869283,322175.83984317543
Rochester Metro,metro,Top Tier,255428.05336938618,256311.7524196786,257195.45146997104,257747.76337640383,258852.3871892694,260398.86052728118
Rockford Metro,metro,Top Tier,191805.2190609996,192014.55030578084,192014.55030578084,192119.21592817147,191700.55343860897,191177.22532665584
Sacramento--Roseville--Arden-Arcade Metro,metro,Top Tier,630500.6680033604,633247.2748340297,635688.703127958,638842.214674282,642606.0832940881,646980.3089873763
Saginaw Metro,metro,Top Tier,180142.57479904522,180768.6635151575,180351.2710377493,179829.5304409891,179620.834202285,180142.57479904522
Salem Metro,metro,Top Tier,409715.520029549,410362.72756019485,411333.5388561635,412843.68976100377,414677.44443116686,416403.3311795557
Salinas Metro,metro,Top Tier,1118852.729358234,1119751.2793545285,1120450.151573869,1123744.834893616,1124942.9015553421,1127039.5182133631
San Antonio-New Braunfels Metro,metro,Top Tier,343694.41872600885,344637.4069760543,344742.1834482816,345370.8422816452,345266.065809418,345789.94817055436
San Diego-Carlsbad Metro,metro,Top Tier,974498.8422497774,978555.1854646696,983828.4316440294,991231.2580112078,997417.1814139185,1004718.5992007244
San Francisco-Oakland-Hayward Metro,metro,Top Tier,1787757.040657528,1794745.459861414,1807823.7872286865,1822798.9712370138,1836576.140524675,1848955.6259715587
San Jose-Sunnyvale-Santa Clara Metro,metro,Top Tier,2048310.3401124734,2056553.9784864362,2070577.6391685798,2095877.0810748795,2120892.2595889736,2147234.0006000274
San Luis Obispo-Paso Robles-Arroyo Grande Metro,metro,Top Tier,912173.120153943,913985.879297418,914992.9677104598,916906.4356952391,921236.9158713185,923452.5103800104
Santa Cruz-Watsonville Metro,metro,Top Tier,1238751.7992257983,1239156.5541723089,1236424.4582833631,1237132.7794397564,1240573.1964850957,1248061.1629955396
Santa Rosa Metro,metro,Top Tier,984678.8107853663,985583.1072884374,988095.0420191905,995530.3688222194,1003869.9921283196,1007587.655529834
Savannah Metro,metro,Top Tier,377256.0498181983,377363.82529169845,377471.60076519864,377687.151712199,377363.82529169845,376609.39697719726
Scranton--Wilkes-Barre--Hazleton Metro,metro,Top Tier,199716.57782975744,200072.97977968448,200340.28124212974,200518.48221709326,200518.48221709326,200518.48221709326
Seattle-Tacoma-Bellevue Metro,metro,Top Tier,894051.4532535374,899184.8830901589,906727.882033766,914585.1726000234,922337.6992920642,930928.3369778389
Sebastian-Vero Beach Metro,metro,Top Tier,468179.23390319454,468179.23390319454,468388.0939062646,468805.8139124047,472878.5839722709,476324.7740229269
Shreveport-Bossier City Metro,metro,Top Tier,211480.91965714982,211634.28862607447,211710.9731105368,211941.0265639238,212171.0800173108,212477.81795516014
South Bend-Mishawaka Metro,metro,Top Tier,242575.29219439626,243569.17028352976,244342.18657507806,244010.8938787002,244452.61747387066,245336.06466421156
Spartanburg Metro,metro,Top Tier,251041.48723566864,252179.13820505823,253430.55427138676,254113.14485302052,254795.73543465429,255819.62130710488
Spokane-Spokane Valley Metro,metro,Top Tier,424103.8873321685,427568.3312197613,431263.7380331935,436229.44093874306,442349.9584734902,449394.32771159534
Springfield Metro,metro,Top Tier,232805.42887842908,232902.52323749993,232999.61759657075,233096.7119556416,233290.90067378327,233387.99503285412
Springfield Metro,metro,Top Tier,341890.9306387151,343108.3728570599,344104.4619447965,345543.25729374937,347756.78859983076,349859.64334060805
Springfield Metro,metro,Top Tier,254707.3684984189,256309.8814533733,257454.533564055,258484.72046366852,259400.4421522139,260430.62905182742
St. Louis Metro,metro,Top Tier,318346.30592975643,318778.2201271715,319318.1128739403,319534.0699726479,319858.00562070915,319858.00562070915
State College Metro,metro,Top Tier,407778.5978799851,408433.9110422807,408761.56762342853,409526.0996461067,410072.19394801965,411382.8202726108
Stockton-Lodi Metro,metro,Top Tier,542205.4052654539,543310.5948122612,546324.7481217358,548233.711884403,551549.280524825,553759.6596184396
Syracuse Metro,metro,Top Tier,229742.84268550354,231027.8021901531,232079.13269395733,232896.83419691614,234298.60820198842,236401.26920959682
Tallahassee Metro,metro,Top Tier,314479.1905302071,315228.3950253061,316191.65794757614,317476.00851060293,318974.41750080086,321007.97255892656
Tampa-St. Petersburg-Clearwater Metro,metro,Top Tier,380388.08454256074,381964.8558505375,383226.2728969189,384803.0442048956,387010.52403606306,389638.4762160243
Toledo Metro,metro,Top Tier,227523.64320218074,228875.38646856253,230227.1297349443,231578.87300132608,233268.55208430332,235070.87643947903
Trenton Metro,metro,Top Tier,495961.4406541855,496737.7476680647,497945.3363563214,497945.3363563214,498721.6433702007,498462.8743655743
Tucson Metro,metro,Top Tier,359597.53186704643,361990.5361228238,365797.5883479241,368408.1384451358,371018.6885423474,373846.78448099334
Tulsa Metro,metro,Top Tier,253759.36164243065,254411.78371682222,254955.46877881515,255934.1018904025,257347.68305158417,258870.00122516445
Utica-Rome Metro,metro,Top Tier,222626.13172517892,223672.7789460942,224835.7203026667,225649.77925226747,226347.54406621098,226463.83820186823
Vallejo-Fairfield Metro,metro,Top Tier,597129.1430732385,596826.7453796777,597129.1430732385,600153.1200088465,602773.9000197067,606100.2746488755
Virginia Beach-Norfolk-Newport News Metro,metro,Top Tier,385624.60287699744,386484.0419931015,387021.1914406665,388202.9202253095,389384.64900995255,390781.23757362156
Visalia-Porterville Metro,metro,Top Tier,323241.04365271644,324067.44846865133,324790.5526825944,324583.9514786107,326753.2641204398,328199.4725483259
Waco Metro,metro,Top Tier,283833.9712596555,285037.08026506484,286240.18927047413,287552.67182182975,289412.0221029169,291708.8665677892
Washington-Arlington-Alexandria Metro,metro,Top Tier,734204.2353944924,736798.3309472102,738769.8435672757,740326.3008989063,741571.466764211,743127.9240958416
Wichita Metro,metro,Top Tier,241077.7798841093,241649.05100323417,242106.06789853403,243020.10168913382,244505.40659885848,246333.47418005802
Wilmington Metro,metro,Top Tier,445827.5161022395,447567.8985833011,449634.6027795618,452136.4025960879,455399.61974807846,458554.06299500266
Winston-Salem Metro,metro,Top Tier,273184.46201485064,274235.1575757244,275285.85313659825,276453.2926486802,277387.24425834586,277970.9640143868
Worcester Metro,metro,Top Tier,436850.21294085623,439214.98710134055,441579.7612618249,444267.00462601165,447491.6966630358,452006.26551486953
Yakima Metro,metro,Top Tier,341576.09135028307,345065.0647949062,349135.5338136332,354601.59221020946,360300.2488364272,365882.6063478243
York-Hanover Metro,metro,Top Tier,276731.80708899326,277424.4238080582,278710.7120006074,279700.1644564144,280095.9454387373,280095.9454387373
Youngstown-Warren-Boardman Metro,metro,Top Tier,186230.47963190312,186882.70371243943,186991.40772586217,186773.9996990167,186121.77561848037,185034.73548425315
