Region Name,Region Type,Data Type,2020-04-14 10:00:00,2020-05-14 20:00:00,2020-06-14 06:00:00,2020-07-14 16:00:00,2020-08-14 02:00:00,2020-09-13 12:00:00
Jackson Metro,metro,All Homes,145256.58421085903,145474.81962828606,145802.17275442663,146238.64358928072,146456.87900670778,146675.1144241348
Jacksonville Metro,metro,All Homes,235521.95766711215,236166.5506680043,237133.4401693425,238530.05833794217,240248.97300698792,242182.75200966437
Kalamazoo-Portage Metro,metro,All Homes,179038.2518509753,179912.10742318034,180785.96299538534,181659.81856759038,182533.67413979542,182861.3699793723
Kansas City Metro,metro,All Homes,210840.12999400205,211500.9931703371,212161.85634667217,212822.7195230072,213703.87042478725,215135.74064017984
Kennewick-Richland Metro,metro,All Homes,324924.812152626,326064.22683881584,327773.3488681007,329482.47089738544,330280.06117771834,330621.88558357535
Kingsport-Bristol-Bristol Metro,metro,All Homes,139822.63164029378,140277.06353956464,140845.10341365324,141299.53531292413,142094.79113664816,142662.83101073676
Knoxville Metro,metro,All Homes,195511.9039372304,197020.44361756564,198180.85875628504,199573.35692274835,200849.8135753397,202474.39476954687
Lakeland-Winter Haven Metro,metro,All Homes,197177.5034175073,198349.25953859437,199840.585510887,201438.43476691484,203249.33059041304,205060.22641391124
Lancaster Metro,metro,All Homes,241103.05759213885,241437.04907845863,241659.7100693385,241993.7015556583,243107.00651005763,244888.29443709657
Lansing-East Lansing Metro,metro,All Homes,168575.47419972875,169440.6924492909,170089.6061364625,170522.2152612436,171062.97666721995,171603.7380731963
Las Vegas-Henderson-Paradise Metro,metro,All Homes,299157.6262639851,300406.0397116652,301342.34979742527,302798.83215305203,304047.2456007321,306544.07249609224
Lexington-Fayette Metro,metro,All Homes,195900.21516455672,197117.9082294009,198114.2025551825,198778.39877237022,199110.49688096408,199774.69309815182
Lincoln Metro,metro,All Homes,203111.5442651838,203964.92705454672,204818.30984390964,205565.0197846022,205885.0383306133,206525.07542263548
Little Rock-North Little Rock-Conway Metro,metro,All Homes,149687.49322452865,149911.3491619997,150135.2050994708,150359.06103694186,150582.91697441295,151254.48478682616
Louisville/Jefferson County Metro,metro,All Homes,184215.42704940768,185337.5624555541,186459.69786170055,187581.83326784702,188479.54159276417,189489.46345829597
Lynchburg Metro,metro,All Homes,182180.52700507204,182403.0557017899,182959.37744358458,183515.69918537926,184072.0209271739,184517.07832060964
Macon-Bibb County Metro,metro,All Homes,112503.77490666986,112724.52598446624,113055.65260116081,113055.65260116081,113386.77921785536,113607.53029565174
Madera Metro,metro,All Homes,276198.8355763113,277637.0540894377,279691.6519653326,282465.3590977908,284828.1466550699,286985.47442475957
Madison Metro,metro,All Homes,292614.7572623868,293710.05047111714,295243.4609633396,296338.7541720699,297653.1060225463,298967.4578730227
Manchester-Nashua Metro,metro,All Homes,312713.4211077207,314806.5807704682,316899.7404332158,319323.3989900814,322077.55644106504,325492.71168028476
Medford Metro,metro,All Homes,326356.9607627807,327193.4806472537,328657.3904450815,329703.0403006728,330957.8201273824,332526.2949107693
Memphis Metro,metro,All Homes,159025.00250572743,160070.88359709812,161349.1827087734,162278.8547899918,163208.52687121017,164370.61697273317
Merced Metro,metro,All Homes,283735.2360874869,284556.1546459511,285377.0732044154,286711.0658619197,289481.6659967365,292252.2661315532
Miami-Fort Lauderdale-West Palm Beach Metro,metro,All Homes,309730.15592254756,310343.88033158233,310753.0299376055,311469.04174814594,313105.6401722385,314333.08899030794
Milwaukee-Waukesha-West Allis Metro,metro,All Homes,211329.17913373542,212425.6768688417,213631.82437745854,214728.3221125648,215495.87052713917,216153.76916820294
Minneapolis-St. Paul-Bloomington Metro,metro,All Homes,299279.4582251563,300648.3049246354,301911.8557241545,303070.11062371376,304438.95732319285,306123.69172255177
Mobile Metro,metro,All Homes,124109.17382611122,124757.10132869976,125497.58990308669,126145.51740567523,126886.00598006215,127626.49455444906
Modesto Metro,metro,All Homes,337588.693124346,338996.1033703504,340504.0429196407,341207.7480426429,343017.27550179133,344625.7443543677
Montgomery Metro,metro,All Homes,124899.02470235887,125312.30891216376,125622.27206951742,126035.5562793223,126448.84048912718,126862.12469893206
Myrtle Beach-Conway-North Myrtle Beach Metro,metro,All Homes,207816.4872021546,208454.7688846516,209199.43084756477,210050.47309089408,210156.85337131025,210795.13505380726
Napa Metro,metro,All Homes,716767.3846231527,716767.3846231527,715478.9093177908,714487.7744675125,713298.4126471785,714091.3205274012
Naples-Immokalee-Marco Island Metro,metro,All Homes,347183.50795696303,346893.428882712,347376.8940064637,347570.2800559644,348053.74517971615,349117.36845196993
Nashville-Davidson--Murfreesboro--Franklin Metro,metro,All Homes,287869.8085553263,289047.7775589441,290332.8346537999,291617.8917486557,292902.94884351146,294509.2702120812
New Haven-Milford Metro,metro,All Homes,227384.42846318256,227763.62068182274,227839.45912555075,228749.52045028718,229356.22800011144,230266.28932484786
New Orleans-Metairie Metro,metro,All Homes,204235.46590449425,204871.7008281854,206250.2098295162,207628.718830847,208901.18867822931,209325.3452940234
New York-Newark-Jersey City Metro,metro,All Homes,491317.9295286087,491424.7125018799,491958.6273682359,492706.1081811343,493560.3719673039,494307.8527802023
Norwich-New London Metro,metro,All Homes,239888.31607737232,239888.31607737232,239808.59298825994,240685.54696849585,241084.16241405762,240605.8238793835
Ocala Metro,metro,All Homes,173996.36195678267,174539.92494143764,175409.62571688558,176170.61389540255,176496.75168619552,176931.6020739195
Ogden-Clearfield Metro,metro,All Homes,325670.36649756937,327429.30676067324,329627.982089553,331826.6574184329,334025.33274731267,336333.9418426365
Oklahoma City Metro,metro,All Homes,157796.82011491823,158455.75647217897,159114.69282943968,159993.27463912065,160762.03372259147,161970.0837109028
Olympia-Tumwater Metro,metro,All Homes,353824.91047218704,356974.3915922164,360686.280055108,364398.16851799976,368784.9457923263,374296.53775237757
Omaha-Council Bluffs Metro,metro,All Homes,203116.21606967514,204004.80266548862,204893.38926130207,206115.19583054562,207448.07572426583,208780.95561798604
Orlando-Kissimmee-Sanford Metro,metro,All Homes,262464.37259076966,263510.0650504947,264555.7575102197,265915.1577078622,267274.5579055047,268738.52734911966
Oxnard-Thousand Oaks-Ventura Metro,metro,All Homes,616967.9526361988,618648.8906529433,620923.1009108918,622307.4028070342,622900.6750482381,622999.5537551055
Palm Bay-Melbourne-Titusville Metro,metro,All Homes,231986.47506106427,232928.41187423392,234079.66797921906,235335.58373011192,236591.49948100478,238789.3520450673
Panama City Metro,metro,All Homes,225311.72428777165,227161.03189654212,229445.47070737628,233687.99992749683,237386.6151450378,241194.0131630947
Pensacola-Ferry Pass-Brent Metro,metro,All Homes,193957.84081986456,194840.5547633897,195612.9294639742,196605.98265043995,198261.0712945496,200136.83842454053
Peoria Metro,metro,All Homes,112651.85792110967,112713.21029542737,112897.26741838048,113019.97216701588,113142.67691565129,113326.7340386044
Philadelphia-Camden-Wilmington Metro,metro,All Homes,254295.06677352678,254730.31845850023,255274.38306471703,255818.4476709338,256471.32519839396,256688.95104088067
Phoenix-Mesa-Scottsdale Metro,metro,All Homes,292051.74963521125,294104.3110910719,296464.75676531164,298722.57436675834,300980.3919682051,303751.34993361693
Pittsburgh Metro,metro,All Homes,162141.09964101098,162909.06427818473,163786.73814924047,164444.99355253225,164993.53972194207,165651.79512523385
Port St. Lucie Metro,metro,All Homes,246788.89201431014,247411.5224270235,248034.15283973687,249071.87019425916,249902.04407787696,250732.21796149478
Portland-South Portland Metro,metro,All Homes,323767.5063510926,326228.25064428843,328577.1429241572,331485.2952706614,334617.15164381976,338084.5640569594
Portland-Vancouver-Hillsboro Metro,metro,All Homes,429492.6768618999,430722.19844954653,431541.87950797763,432464.0206987126,433591.08215405536,435537.8246678292
Prescott Metro,metro,All Homes,328636.93356727215,329588.4966793962,330857.2474955616,333606.20759725326,336883.81387234724,340478.6078514826
Providence-Warwick Metro,metro,All Homes,324467.5570215895,326093.71263770014,327286.2267561813,328478.7408746625,330104.8964907731,331405.82098366163
Pueblo Metro,metro,All Homes,200158.82509067812,201770.64990349585,202921.9533412228,204188.38712272243,205915.34227931284,207642.29743590325
Punta Gorda Metro,metro,All Homes,224682.0010544419,224991.8733883789,225301.7457223159,224785.29183242092,224062.25638656784,224268.83794252586
Raleigh Metro,metro,All Homes,293117.389748965,294208.1837176528,295080.8188926031,295517.1364800782,296171.6128612909,297153.32743311
Reading Metro,metro,All Homes,191014.26281316625,192222.2305126115,193649.82870286502,194747.98115690617,195736.3183655432,197054.10131039258
Reno Metro,metro,All Homes,399661.68276912917,401719.6556882655,403468.9326695314,405321.1082967541,407276.1825699336,409642.8514269403
Richmond Metro,metro,All Homes,253048.60288261127,253605.89392831267,254274.64318315435,254720.47601971545,255723.59990197796,256615.2655751002
Riverside-San Bernardino-Ontario Metro,metro,All Homes,393161.6478428678,394380.47807587945,396513.4309836498,397224.41528623994,398443.24551925156,399560.5065661789
Roanoke Metro,metro,All Homes,189613.79974636374,190175.40371677536,190512.3660990223,190737.00768718694,191186.2908635162,191523.25324576313
Rochester Metro,metro,All Homes,159311.33309124695,159862.22296155491,160413.11283186288,160853.82472810926,161625.07054654043,162506.49433903318
Rockford Metro,metro,All Homes,123178.3667419393,123388.8854270272,123494.14476957115,123599.4041121151,123388.8854270272,123073.10739939536
Sacramento--Roseville--Arden-Arcade Metro,metro,All Homes,439558.164606837,442010.72262971295,444156.7108997294,446813.6487578451,449777.1563688203,453353.8034855144
Saginaw Metro,metro,All Homes,98201.37117884634,98749.37680006915,98749.37680006915,98749.37680006915,98968.57904855828,99516.58466978109
Salem Metro,metro,All Homes,311806.7749983369,312457.8309786781,313434.4149491898,314845.03623992903,316364.1668607251,317666.27882140747
Salinas Metro,metro,All Homes,614218.4097132256,615229.5915249957,616038.5369744119,618667.6096850144,619881.0278591386,621701.1551203249
San Antonio-New Braunfels Metro,metro,All Homes,210239.74175170538,210984.64896777604,211091.06428435753,211623.14086726515,211729.55618384667,212261.63276675425
San Diego-Carlsbad Metro,metro,All Homes,622043.7835996583,625006.8765598958,628583.0232360447,633793.97982129,638085.3558326685,643091.9611792768
San Francisco-Oakland-Hayward Metro,metro,All Homes,1128420.9832729166,1132725.2158631624,1141133.4841789913,1151343.5242767835,1160852.8753482564,1169761.6358257418
San Jose-Sunnyvale-Santa Clara Metro,metro,All Homes,1202057.2717922388,1208145.7523796703,1217616.7221823414,1233949.3129644988,1250475.1888446698,1268257.41786193
San Luis Obispo-Paso Robles-Arroyo Grande Metro,metro,All Homes,641204.0572591358,643043.4166696192,644065.2830087766,645904.64241926,649378.9879723953,651116.1607489629
Santa Cruz-Watsonville Metro,metro,All Homes,867055.332740304,867956.9506849572,866955.1529686758,868658.2090863542,872264.6808649674,877874.7480761433
Santa Rosa Metro,metro,All Homes,651889.4972480048,652874.6081455366,654746.318850847,660065.9176975188,665976.5830827097,668931.9157753051
Savannah Metro,metro,All Homes,209010.7609425062,209339.59823181122,209558.8230913479,209887.66038065296,209997.2728104213,209887.66038065296
Scranton--Wilkes-Barre--Hazleton Metro,metro,All Homes,119302.54024521173,119807.07801887122,120210.70823779881,120614.33845672641,120715.24601145831,121017.968675654
Seattle-Tacoma-Bellevue Metro,metro,All Homes,541026.3576537649,544289.2193734215,548920.3779432569,553972.5509285317,559129.9775176664,564813.6721261006
Sebastian-Vero Beach Metro,metro,All Homes,239528.09734903093,239736.23644892505,239944.37554881914,240256.5841986603,242546.11429749546,244523.43574648947
Shreveport-Bossier City Metro,metro,All Homes,107500.79148842879,107578.32235621338,107810.91495956713,108198.56929849005,108741.28537298215,109206.47057968966
South Bend-Mishawaka Metro,metro,All Homes,140423.1220117705,141097.16117801686,141658.86048322218,141658.86048322218,142108.2199273864,142894.59895467383
Spartanburg Metro,metro,All Homes,156467.7832173932,157493.97327303828,158406.14221138947,158976.24779785896,159546.35338432845,160344.50120538575
Spokane-Spokane Valley Metro,metro,All Homes,287610.0628341593,290153.0030945866,293042.7079359813,296625.9419393107,301018.29329823056,305872.99743177363
Springfield Metro,metro,All Homes,135685.75715486368,135784.7094197516,135685.75715486368,135784.7094197516,135784.7094197516,135883.6616846395
Springfield Metro,metro,All Homes,237188.70268015785,238180.2370318321,238951.43041646766,240053.13525166133,241705.69250445178,243248.0792737229
Springfield Metro,metro,All Homes,162197.7134120345,163341.87912932376,164142.79513142622,165058.12770525762,165859.0437073601,166774.37628119148
St. Louis Metro,metro,All Homes,182875.6221778082,183204.42493899039,183752.42954096067,184081.23230214286,184410.03506332505,184629.23690411318
State College Metro,metro,All Homes,259009.2068662127,259443.02393841,259659.93247450865,260202.20381475528,260527.56661890325,261503.65503134718
Stockton-Lodi Metro,metro,All Homes,392199.8458211361,393313.5942783639,395844.8407720636,397566.0883877793,400198.5847412269,402122.33207643864
Syracuse Metro,metro,All Homes,147643.94706028086,148581.05341021242,149283.8831726611,150103.8512288512,151040.95757878278,152563.75539742154
Tallahassee Metro,metro,All Homes,186741.18613727184,187173.41817092884,187713.7082130001,188578.17228031412,189658.75236445665,190847.39045701345
Tampa-St. Petersburg-Clearwater Metro,metro,All Homes,237060.69114536725,238131.06020310387,239201.42926084046,240271.79831857706,241770.31499940832,243482.9054917869
Toledo Metro,metro,All Homes,126362.91915161625,127266.46002557201,128057.05829028331,128847.6565549946,129751.19742895036,130880.62352139506
Trenton Metro,metro,All Homes,251270.57233602164,251829.20338411734,252707.05217398208,252946.4654803088,253584.9009638468,253664.70539928903
Tucson Metro,metro,All Homes,225788.80521203578,227439.7470818942,229971.19128234376,231842.25873484995,233603.26339603227,235364.26805721456
Tulsa Metro,metro,All Homes,150703.50117487626,151142.542512247,151581.5838496177,152240.14585567376,153008.4681960725,153996.31120515658
Utica-Rome Metro,metro,All Homes,138484.03647295758,139174.31469662648,140094.6856615183,140784.96388518717,141360.19573824457,141590.28847946753
Vallejo-Fairfield Metro,metro,All Homes,464268.3852026457,464268.3852026457,464673.06367249205,467101.1344915704,469225.6964582639,471957.276129727
Virginia Beach-Norfolk-Newport News Metro,metro,All Homes,244031.7114006389,244667.77488738444,245197.82779300574,246045.91244199983,246893.99709099391,247848.0923211123
Visalia-Porterville Metro,metro,All Homes,229107.4252640193,229947.05972489517,230576.78557055205,230786.69418577102,232570.91741513222,234040.27772166496
Waco Metro,metro,All Homes,165022.2715459027,165794.11534793937,166455.69574968505,167337.80295201266,168440.43695492216,169763.59775841353
Washington-Arlington-Alexandria Metro,metro,All Homes,440957.2411716482,442508.8044349428,443750.05504557845,444784.4305544415,445611.930961532,446646.30647039507
Wichita Metro,metro,All Homes,146620.7657879995,146964.30883564087,147422.36623249608,148109.45232777885,149140.08147070304,150170.71061362722
Wilmington Metro,metro,All Homes,264407.3399340899,265623.3971910209,267060.55576739385,268497.71434376686,270487.6262187448,272366.98743400176
Winston-Salem Metro,metro,All Homes,165398.94857317608,166223.40118412895,167047.8537950818,167872.3064060347,168578.98007256573,169167.87479467495
Worcester Metro,metro,All Homes,297240.3067574931,299091.3345214018,301051.24627142283,303228.9259936683,305951.02564647526,309435.3132020681
Yakima Metro,metro,All Homes,235752.2957045595,238361.07900572958,241207.02442518785,245238.78043608702,249270.53644698623,253302.29245788543
York-Hanover Metro,metro,All Homes,193558.05588355436,194193.87542079407,195253.57464952688,195995.36410963984,196525.21372400626,196737.15356975282
Youngstown-Warren-Boardman Metro,metro,All Homes,100434.67222246391,100997.2247736489,101222.2457941229,101222.2457941229,100997.2247736489,100659.69324293791
