Region Name,Region Type,Data Type,2020-04-14 10:00:00,2020-05-14 20:00:00,2020-06-14 06:00:00,2020-07-14 16:00:00,2020-08-14 02:00:00,2020-09-13 12:00:00
Columbus Metro,metro,Many Bed,436321.88970737107,437275.6001031457,438229.31049892027,439712.86000345857,442150.1199037715,444375.44416057895
Dallas-Fort Worth-Arlington Metro,metro,Many Bed,477476.65565697086,477476.65565697086,477073.9434024059,477275.2995296884,477778.6898478946,478886.14854794834
Davenport-Moline-Rock Island Metro,metro,Many Bed,282331.29232265946,283068.8286075225,283911.72721879446,284859.9881564755,286229.6983997925,287704.7709695185
Dayton Metro,metro,Many Bed,299201.45147830097,300792.1136038149,301928.3008363249,303405.3442385879,304768.7689175999,307154.7621058709
Denver-Aurora-Lakewood Metro,metro,Many Bed,637962.3261585648,638374.179088407,639712.7011103939,641566.0392946835,643419.3774789731,644654.9362684996
Des Moines-West Des Moines Metro,metro,Many Bed,387194.4533664955,387399.62421484885,387502.20963902556,387809.9659115557,387912.5513357324,388322.89303243917
Detroit-Warren-Dearborn Metro,metro,Many Bed,420179.27823879186,421289.18989984645,422701.8047411886,424215.32064262667,426435.1439647358,430471.18636857066
Duluth Metro,metro,Many Bed,284510.72706434876,286245.94655931747,287764.26361741516,289607.9343308194,291993.8611364014,294162.88550511235
Durham-Chapel Hill Metro,metro,Many Bed,524845.7666164676,525935.4461627821,526698.2218452025,527134.0936637283,527569.9654822542,528114.8052554114
El Centro Metro,metro,Many Bed,305486.47010409157,306717.1321436011,310101.45275225217,314306.2147205763,318921.19736873696,323741.29035681585
Erie Metro,metro,Many Bed,185026.61714383756,185863.6601352876,186596.07275280633,187433.11574425633,188479.41948356884,189525.72322288135
Eugene Metro,metro,Many Bed,436499.63417966233,439072.33913538605,442875.46820036886,446007.45684211946,449922.4426443077,453837.4284464959
Evansville Metro,metro,Many Bed,298364.74391865334,299557.6190646898,301184.2669911031,302160.25574695115,303461.57408808183,304112.23325864715
Fayetteville Metro,metro,Many Bed,284411.0070409506,285061.59103735146,286083.9373174099,287106.28359746834,287385.10531021154,287570.9864520403
Fayetteville-Springdale-Rogers Metro,metro,Many Bed,427718.0390555499,428845.2088853732,429664.96876160835,430382.25865331414,430587.19862237293,430894.6085759611
Flagstaff Metro,metro,Many Bed,597678.4921036811,598187.3285158633,597983.7939509903,599103.2340577911,599917.3723172826,602156.252530884
Flint Metro,metro,Many Bed,220325.70309395593,222216.56186855646,223687.22980435682,224947.80232075715,225998.27941775744,226838.66109535765
Fort Collins Metro,metro,Many Bed,572202.3952686291,573225.8513745089,574249.3074803888,576398.5653027366,577012.6389662646,578343.1319039084
Fort Smith Metro,metro,Many Bed,244077.54399861,245037.9959276311,246105.16473765453,246852.18290467092,247279.0504286803,247919.35171469435
Fort Wayne Metro,metro,Many Bed,295777.2747558175,296989.21541429445,298201.15607277147,299302.9203077505,300625.03738972545,301616.6252012066
Fresno Metro,metro,Many Bed,458584.2511721406,458993.98105337727,459711.0083455414,460530.4681080148,461657.2252814156,463193.7123360531
Gainesville Metro,metro,Many Bed,464507.2757390383,465033.3245981197,465348.9539135686,467347.9395780779,469767.7643298524,471451.1206789129
Gainesville Metro,metro,Many Bed,402294.84709904814,402294.84709904814,402396.21794195543,403612.66805684293,405335.9723862669,406856.53502987634
Glens Falls Metro,metro,Many Bed,272795.85004577896,272902.6417222423,272902.6417222423,273223.01675163215,273756.9751339486,274397.72519272834
Grand Junction Metro,metro,Many Bed,451873.2884913726,454571.60341868654,457157.48855736235,461654.6801028855,467276.1695347895,472335.51002350304
Grand Rapids-Wyoming Metro,metro,Many Bed,366487.9503744892,368782.4040407988,370033.9242224222,371598.32444945147,372745.55128260626,374309.95150963555
Greeley Metro,metro,Many Bed,481186.0101761828,482749.44235604256,483374.81522798643,483895.9592879397,485042.4762198369,487543.96770761255
Green Bay Metro,metro,Many Bed,266694.4631639918,267674.4792317535,268981.16732210247,270287.85541245143,271703.4341769962,272792.34091895365
Greensboro-High Point Metro,metro,Many Bed,361095.91719930165,361425.44620234263,361864.81820639735,362963.248216534,364830.5792337663,367027.43925403967
Greenville-Anderson-Mauldin Metro,metro,Many Bed,398811.3965126389,400114.1407466191,401091.1989221042,402068.2570975893,403045.3152730745,404890.8696045464
Hagerstown-Martinsburg Metro,metro,Many Bed,321889.4252484889,322509.6615466989,324163.62500859215,325404.0976050121,326644.5702014321,327678.2973651154
Harrisburg-Carlisle Metro,metro,Many Bed,227707.35121948484,228470.9915908307,229125.5404805557,229780.0893702807,230871.00418648907,232180.1019659391
Hartford-West Hartford-East Hartford Metro,metro,Many Bed,373216.1250471542,373398.23584570125,373458.9394452169,373580.3466442483,373641.05024376395,374308.7898384365
Hickory-Lenoir-Morganton Metro,metro,Many Bed,337759.7574892647,339023.36814694986,339942.3577161754,341435.7157661669,342469.5790315456,342929.0738161584
Houston-The Woodlands-Sugar Land Metro,metro,Many Bed,401765.4489222636,402251.2522882912,402834.2163275243,402931.3770007298,403417.1803667574,404485.9477720181
Huntington-Ashland Metro,metro,Many Bed,250633.19824237132,251269.1006950912,251799.01940569116,252010.98688993114,252116.97063205112,252116.97063205112
Huntsville Metro,metro,Many Bed,366786.8570700426,368783.85228323005,371955.5505629984,376654.36282932194,382410.4078555682,388048.9825751564
Indianapolis-Carmel-Anderson Metro,metro,Many Bed,403589.72829546896,404882.3171916801,405959.4746051893,407036.63201869855,408867.7996216643,410698.96722463
Jackson Metro,metro,Many Bed,389315.3914532317,389708.441819072,390396.27995929256,391280.6432824333,392263.269197034,393049.36992871464
Jacksonville Metro,metro,Many Bed,418570.4081133543,419297.9323048909,420233.3205511522,421584.436906863,423143.4173172986,425118.1258371836
Kalamazoo-Portage Metro,metro,Many Bed,323827.14081176516,322500.7408132923,323214.9561970854,323929.17158087844,324031.2023499917,323316.98696619866
Kansas City Metro,metro,Many Bed,421522.1223682541,422046.6061329371,422361.29639174684,422571.08989762,423724.9541799226,425508.19897984463
Kennewick-Richland Metro,metro,Many Bed,421989.89573792584,422665.54824364785,424129.4620060455,425705.9845193968,426043.81077225786,425480.7670174895
Kingsport-Bristol-Bristol Metro,metro,Many Bed,298746.5526073021,299411.4480183461,300187.1593312307,301073.686545956,302957.55687724723,304619.7954048572
Knoxville Metro,metro,Many Bed,434740.1593156732,437739.0764564365,440276.62172939,442929.509969296,445236.36930834467,448235.2864491079
Lakeland-Winter Haven Metro,metro,Many Bed,308963.1171824593,310737.9966845473,312617.2808632287,314496.56504191016,316689.0632503718,318881.56145883346
Lancaster Metro,metro,Many Bed,419300.0599435155,419631.8643117313,419963.6686799471,420406.0745042348,422175.6978013857,424940.73420318397
Lansing-East Lansing Metro,metro,Many Bed,283272.04922194,284532.5508846944,285057.759910842,285582.96893698967,286003.1361579078,286318.26157359633
Las Vegas-Henderson-Paradise Metro,metro,Many Bed,448911.78082229174,450439.93045048654,451764.32679492206,453598.1063487558,455330.00926071,458895.69172649784
Lexington-Fayette Metro,metro,Many Bed,392659.32167948387,394559.6430320179,396354.3909760778,397304.5516523448,397304.5516523448,397937.99210318946
Lincoln Metro,metro,Many Bed,341922.11326290073,343464.53890474536,344904.136170467,345623.93480332784,345726.76317945076,346035.2483078197
Little Rock-North Little Rock-Conway Metro,metro,Many Bed,366418.0709012198,367050.4533160025,367472.0415925243,367261.24745426344,367155.850385133,367577.4386616548
Louisville/Jefferson County Metro,metro,Many Bed,398802.0887817307,399981.90424848354,401161.71971523645,402234.27923046635,403092.3268426503,403843.11850331124
Lynchburg Metro,metro,Many Bed,368768.50290968467,369096.05183159246,369969.51562334655,371061.3453630392,371607.2602328855,371716.44320685475
Macon-Bibb County Metro,metro,Many Bed,284748.9368559504,284962.15540642024,285495.20178259496,285281.98323212506,285601.8110578299,285708.4203330648
Madera Metro,metro,Many Bed,381880.6608246118,383435.13105866266,385507.7580373973,388513.0671565624,390378.4314374235,391622.0076246643
Madison Metro,metro,Many Bed,465356.6860370196,466531.6601893826,467920.2660058117,468561.1609980097,469308.8718222407,470270.21431053773
Manchester-Nashua Metro,metro,Many Bed,423737.2882549918,426219.65873294446,428594.10005968175,431184.3996888497,434206.415922879,437876.00706420024
Medford Metro,metro,Many Bed,521762.15087203623,522686.1552598432,524431.4968812563,525663.5027316656,526895.5085820749,528332.8487408857
Memphis Metro,metro,Many Bed,377349.2754583082,379611.2509095706,381986.3251333961,383456.6091767166,385266.18953772646,387415.06621642574
Merced Metro,metro,Many Bed,404061.52251623885,404676.24480509176,405188.51337913587,407135.1339605034,410413.6528343855,413999.5328526941
Miami-Fort Lauderdale-West Palm Beach Metro,metro,Many Bed,678375.2296370558,678769.5035881413,678966.640563684,679853.7569536265,682416.5376356824,684190.7704155672
Milwaukee-Waukesha-West Allis Metro,metro,Many Bed,347655.7034274319,349169.2671825398,350574.7192408544,352088.28299596236,353169.3999638966,354574.8520222112
Minneapolis-St. Paul-Bloomington Metro,metro,Many Bed,439711.2442015446,441366.6727042953,443022.101207046,444367.1368655309,445919.1010868597,447884.9224338762
Mobile Metro,metro,Many Bed,252512.37972587714,253627.86990389743,255086.5878290009,256116.2710702504,257403.37512181225,258347.25142629095
Modesto Metro,metro,Many Bed,457698.5254597093,459291.1897533338,460485.68797355227,460684.7710102553,462775.14289563755,465064.59781772294
Montgomery Metro,metro,Many Bed,323087.5095447664,323486.49096244486,323885.47238012333,324483.944506641,325082.4166331587,326179.6155317744
Myrtle Beach-Conway-North Myrtle Beach Metro,metro,Many Bed,465865.0016580691,466474.3091565853,467794.4754033705,469622.3978989192,470333.25664718816,471450.3203944679
Napa Metro,metro,Many Bed,818949.0972167125,818359.5725603589,816099.728044337,814429.4081846687,812169.5636686468,812169.5636686468
Naples-Immokalee-Marco Island Metro,metro,Many Bed,1004437.7991242611,1005408.2545199407,1007737.3474695716,1008901.8939443871,1009193.030563091,1012104.3967501298
Nashville-Davidson--Murfreesboro--Franklin Metro,metro,Many Bed,615890.6508528918,616833.9170254078,617986.797902927,620292.5596579657,622912.7434705095,626056.9640455623
New Haven-Milford Metro,metro,Many Bed,368450.08244295523,368668.5235667697,368304.4550270789,369323.8469382131,370124.7977255327,371362.63076048135
New Orleans-Metairie Metro,metro,Many Bed,420747.78244217887,421452.4007968488,422861.63750618865,423868.2351557171,424572.85351038707,424371.5339804814
New York-Newark-Jersey City Metro,metro,Many Bed,790006.9948151914,789592.8281202802,789903.4531414636,790524.7031838304,791663.6615948363,792802.6200058421
Norwich-New London Metro,metro,Many Bed,368577.75239980285,368577.75239980285,368658.7479437807,370116.6677353826,370521.64545527205,369954.67664742685
Ocala Metro,metro,Many Bed,355671.9556954411,354493.55338513997,354386.42590238526,354172.170936876,353850.78848861204,353315.15107483877
Ogden-Clearfield Metro,metro,Many Bed,422543.8270966952,424389.62955589336,426778.31509132637,429167.00062675937,431772.8393926863,434378.6781586132
Oklahoma City Metro,metro,Many Bed,394091.22462248703,394609.2620515563,394920.0845089979,395852.55188132264,396888.6267394612,398546.346512483
Olympia-Tumwater Metro,metro,Many Bed,444678.783540122,447926.5957120044,451734.3754997286,455654.14881062123,460917.84439953417,467189.48169696226
Omaha-Council Bluffs Metro,metro,Many Bed,359448.7691732468,360517.1070034536,361264.9434845983,362546.94888084644,364363.123192198,366392.96506959083
Orlando-Kissimmee-Sanford Metro,metro,Many Bed,443109.9111435976,443810.4554152969,444510.9996869962,446012.16598349466,447613.41003309307,449214.6540826914
Oxnard-Thousand Oaks-Ventura Metro,metro,Many Bed,883976.7973670067,885742.0286217474,888487.9439068998,890645.4487738052,892312.6116255048,893489.4324619987
Palm Bay-Melbourne-Titusville Metro,metro,Many Bed,461650.5704384386,462367.3471139719,463391.31379330513,465541.643819905,467691.9738465048,471378.2538921045
Panama City Metro,metro,Many Bed,397420.9717469716,400094.6530070831,403591.00542415207,409246.86962823424,413463.05930764094,418090.58456552634
Pensacola-Ferry Pass-Brent Metro,metro,Many Bed,390984.30043171736,391851.4641235439,392393.44143093546,393585.7915071969,396295.6780441547,399222.3555040692
Peoria Metro,metro,Many Bed,235611.11252666934,235697.5731160486,236043.41547356555,236475.71842046175,237080.94254611645,237599.7060823919
Philadelphia-Camden-Wilmington Metro,metro,Many Bed,488637.8476779103,489069.3841400913,489500.9206022724,489932.4570644534,490256.10941108916,489824.57294890814
Phoenix-Mesa-Scottsdale Metro,metro,Many Bed,459628.098003731,461834.65473615204,464442.40360174055,466849.55640074535,469256.70919975016,472265.6501985062
Pittsburgh Metro,metro,Many Bed,353955.838669477,355214.5753392115,356892.8908988575,358256.52229106985,359725.0484057601,361613.15341036185
Port St. Lucie Metro,metro,Many Bed,479529.15028627095,480342.32922500966,481663.74500045995,483290.10287793726,484916.4607554146,486746.1133675766
Portland-South Portland Metro,metro,Many Bed,556110.8043258134,559568.861235304,562803.8176990211,567265.8266144929,572062.4861986251,577751.5475658516
Portland-Vancouver-Hillsboro Metro,metro,Many Bed,605400.8979070253,606623.5090660263,607642.3516985271,609068.7313840283,610800.7638592797,613551.6389670318
Prescott Metro,metro,Many Bed,533893.9874721852,535061.3433794852,535698.0829652852,538351.1645727853,541853.2322946854,546204.2861309855
Providence-Warwick Metro,metro,Many Bed,498253.39452220337,500306.8979478105,501820.0057350999,503225.0343947258,505494.69607565994,507440.1203736035
Pueblo Metro,metro,Many Bed,315690.55546699255,317151.2279827832,318162.46280140744,319510.7758929065,321196.16725728026,323218.6368945288
Punta Gorda Metro,metro,Many Bed,410769.9310083579,411895.70666559675,413533.1985306715,414454.28770477604,414351.94446320884,416194.1228114179
Raleigh Metro,metro,Many Bed,501764.41901495424,503339.485572292,504599.5388181622,505019.5565667856,505334.56987825315,506384.6142498117
Reading Metro,metro,Many Bed,119491.41471681042,120612.27432131983,121733.13392582923,122752.09720265596,123669.16415180001,124586.23110094407
Reno Metro,metro,Many Bed,615362.318353514,618329.9631248866,621092.942739613,624162.9200893089,627744.5603306207,632144.8611985182
Richmond Metro,metro,Many Bed,448916.15208551346,448916.15208551346,449022.39757810195,448916.15208551346,449553.62504104455,450297.3434891642
Riverside-San Bernardino-Ontario Metro,metro,Many Bed,549991.5185883521,551186.3704350699,553576.0741285054,553974.3580774113,554970.0679496761,555766.635847488
Roanoke Metro,metro,Many Bed,369897.79123649787,370222.06801518373,369897.79123649787,369681.606717374,369681.606717374,369573.51445781207
Rochester Metro,metro,Many Bed,239386.66919580294,240158.84805197452,240931.0269081461,241482.58323398296,242475.38462048926,243909.43106766505
Rockford Metro,metro,Many Bed,203147.60493940514,203358.10620637925,203358.10620637925,203989.61000730156,203463.3568398663,202831.85303894395
Sacramento--Roseville--Arden-Arcade Metro,metro,Many Bed,641223.0709202773,643749.2273535291,646174.3375294509,649306.7715066833,652944.436770566,656986.2870637691
Saginaw Metro,metro,Many Bed,170299.70449828584,170717.06576723233,169882.34322933937,169151.96100868302,168525.91910526328,168734.59973973653
Salem Metro,metro,Many Bed,417311.7511687317,417847.2787669148,418489.9118847345,419560.96708110074,420953.3388363768,422345.71059165284
Salinas Metro,metro,Many Bed,703868.0501705856,704367.8360528711,704667.7075822424,706966.7226407556,707966.2944053265,709565.6092286401
San Antonio-New Braunfels Metro,metro,Many Bed,364229.9529968912,364951.67708649614,364951.67708649614,365467.1942933568,365364.0908519847,365879.60805884533
San Diego-Carlsbad Metro,metro,Many Bed,979426.688856499,983833.3540318122,989264.8250618493,996848.3883868067,1003304.6652715679,1010888.2285965254
San Francisco-Oakland-Hayward Metro,metro,Many Bed,1760523.536536428,1767245.2334194877,1781491.217858211,1797442.7074762182,1811488.0442467905,1823627.2281699278
San Jose-Sunnyvale-Santa Clara Metro,metro,Many Bed,1896317.9686772742,1904379.8109002514,1917783.8377288159,1942357.8869145173,1966834.8054710263,1991603.1159151127
San Luis Obispo-Paso Robles-Arroyo Grande Metro,metro,Many Bed,1009696.2482710157,1011702.1234751184,1012404.1797965544,1012905.6485975801,1017218.2802864012,1019625.3305313245
Santa Cruz-Watsonville Metro,metro,Many Bed,1424961.866448756,1425765.6012763868,1424057.6647676716,1424459.532181487,1428980.5405869093,1437118.3557166695
Santa Rosa Metro,metro,Many Bed,980524.3331422675,980320.5023298104,981747.3180170105,987556.4961720394,994996.3208267257,997951.8676073545
Savannah Metro,metro,Many Bed,365248.4849876867,364507.2077693232,363660.03380547924,361753.89238683035,360271.33795010345,358259.299785974
Scranton--Wilkes-Barre--Hazleton Metro,metro,Many Bed,179284.87394681195,179696.4767173685,180005.1787952859,180519.68225848157,180828.38433639897,181137.08641431638
Seattle-Tacoma-Bellevue Metro,metro,Many Bed,807111.3150621073,811400.4020609122,819037.0691563457,826569.1243737594,834205.7914691927,841737.8466866065
Sebastian-Vero Beach Metro,metro,Many Bed,574418.1169084046,573498.9614896491,573294.7047299257,573601.0898695108,579013.8940021822,584528.8265147151
Shreveport-Bossier City Metro,metro,Many Bed,332047.1956816913,332407.881691801,332768.56770191074,333399.76821960276,333580.1112246577,334481.826249932
South Bend-Mishawaka Metro,metro,Many Bed,285520.70250649034,286487.736662414,287347.32257879054,286810.0813810552,287132.42609969643,287884.5637765259
Spartanburg Metro,metro,Many Bed,287764.6131005514,288544.769713253,289770.73010464123,290439.4357726712,290885.2395513578,291442.4942747161
Spokane-Spokane Valley Metro,metro,Many Bed,402539.78207287623,405892.7341938704,409476.9243921745,413870.44786106347,419535.78075515706,426126.0659584905
Springfield Metro,metro,Many Bed,299852.8834519992,300222.2179766825,300129.88434551173,300683.88613253663,301237.8879195616,301976.55696892814
Springfield Metro,metro,Many Bed,333549.19742032257,334540.5286002425,335421.71187128255,336743.4867778425,338726.14913768246,340708.81149752246
Springfield Metro,metro,Many Bed,306619.41831781325,307820.57672464347,308257.3615998545,309130.93135027646,309676.91244429024,310659.678413515
St. Louis Metro,metro,Many Bed,397780.61398567486,397675.872628432,397780.61398567486,397571.13127118914,397675.872628432,397152.1658422177
State College Metro,metro,Many Bed,420534.3363396524,420962.1730847049,421176.0914572312,421176.0914572312,420748.25471217866,420962.1730847049
Stockton-Lodi Metro,metro,Many Bed,541785.5027169744,542887.3770969405,545792.3186441244,547495.2154131632,550500.3273585257,552203.2241275646
Syracuse Metro,metro,Many Bed,211534.0147135628,212774.250532677,213901.73764096267,214690.97861676262,215818.4657250483,217622.44509830535
Tallahassee Metro,metro,Many Bed,420461.59059611824,421200.28211315733,421938.9736301964,423205.30194512056,424999.26705792977,428376.14256439416
Tampa-St. Petersburg-Clearwater Metro,metro,Many Bed,430362.21415697865,431401.55009652395,432233.01884816017,432752.68681793276,433792.02275747806,435039.2258849324
Toledo Metro,metro,Many Bed,240832.4317821579,242149.36459913803,243576.04181753317,244892.97463451332,246429.39625432348,248185.30667696364
Trenton Metro,metro,Many Bed,607817.2446749221,608515.6910235441,609737.9721336327,609650.666340055,610349.112688677,609737.9721336327
Tucson Metro,metro,Many Bed,382329.2660624809,384162.2662637921,387612.61958390736,389984.73749148654,392141.20831655856,394405.5026828842
Tulsa Metro,metro,Many Bed,335291.4621722619,335291.4621722619,335291.4621722619,336429.1332496634,338394.2014742659,340359.2696988684
Utica-Rome Metro,metro,Many Bed,176498.05105165075,177404.22695087414,178197.1308626946,178536.94682490337,178650.2188123063,178423.67483750044
Vallejo-Fairfield Metro,metro,Many Bed,626902.2895055156,626009.8196045447,625910.6562822146,628588.0659851275,630967.9857210501,634042.0487132834
Virginia Beach-Norfolk-Newport News Metro,metro,Many Bed,452419.2411987297,453068.82655336073,453610.14768221986,454801.05416571,456208.48910074384,457724.18826154945
Visalia-Porterville Metro,metro,Many Bed,386218.90553067985,387123.5179196538,388028.13030862773,387626.08035797265,389837.35508657555,391445.5548891959
Waco Metro,metro,Many Bed,394400.6375811572,397508.0340945057,400171.516820233,402169.1288645285,405054.5684840664,408827.8356788467
Washington-Arlington-Alexandria Metro,metro,Many Bed,717992.3781343312,720732.0026257813,722761.3541009297,724080.432559776,724892.1731498353,726008.3164611668
Wichita Metro,metro,Many Bed,278822.4934033893,279043.2952742484,279043.2952742484,279705.7008868257,280920.1111765506,282576.1252079937
Wilmington Metro,metro,Many Bed,541583.2510973626,542642.7307377441,544761.6900185071,547940.1289396514,552389.9434292536,556945.705882894
Winston-Salem Metro,metro,Many Bed,378621.2205551249,379747.9054641352,380649.25339134346,381888.60679125483,382789.95471846306,383691.3026456713
Worcester Metro,metro,Many Bed,410821.56558056374,412870.68828661233,414919.81099266093,417616.0250795669,420851.48198385414,425273.27308638
Yakima Metro,metro,Many Bed,333129.2266276693,335987.84115639026,339646.8677531532,344906.71848599985,350166.5692188465,354854.697045949
York-Hanover Metro,metro,Many Bed,217621.71479798507,218345.41309235786,219482.65326922937,220206.35156360216,220516.5079754762,220516.5079754762
Youngstown-Warren-Boardman Metro,metro,Many Bed,178277.55720388706,179138.80337729977,179246.45914897637,179031.14760562318,178277.55720388706,177093.34371544461
