Region Name,Region Type,Data Type,2020-04-14 10:00:00,2020-05-14 20:00:00,2020-06-14 06:00:00,2020-07-14 16:00:00,2020-08-14 02:00:00,2020-09-13 12:00:00
Columbus Metro,metro,One Bed,111065.47759090396,111958.04803697474,112962.18978880436,114189.4741521517,115416.75851549902,116532.47157308749
Dallas-Fort Worth-Arlington Metro,metro,One Bed,145851.94117011986,146281.40808101816,145100.37407604777,144778.27389287401,144241.44025425112,144348.8069819757
Davenport-Moline-Rock Island Metro,metro,One Bed,85706.22081233679,85814.40671394751,85814.40671394751,85273.47720589388,84299.80409139734,83326.13097690081
Dayton Metro,metro,One Bed,51782.16194695194,52139.52697108864,52496.89199522534,53092.50036878651,53688.10874234768,54521.960465333315
Denver-Aurora-Lakewood Metro,metro,One Bed,265640.4020401784,265952.3069787569,266576.116855914,267511.83167164965,268655.4831131043,269799.13455455896
Des Moines-West Des Moines Metro,metro,One Bed,120323.58938879169,120752.70026554675,120967.25570392428,121610.92201905687,122576.42149175577,123434.64324526589
Detroit-Warren-Dearborn Metro,metro,One Bed,126920.114575552,127551.85099899898,128499.45563416946,129236.48146152426,130184.08609669472,131763.42715531218
Duluth Metro,metro,One Bed,120152.64766581486,121007.93760770126,121221.76009317285,121863.22754958764,122932.33997694563,124001.45240430362
Durham-Chapel Hill Metro,metro,One Bed,172851.38259515513,173412.70302774216,174198.55163336403,174759.87206595106,175433.45658505554,176331.5692771948
El Centro Metro,metro,One Bed,164598.25682693106,167274.0160011039,169726.79524409567,172179.57448708746,175412.78348921298,177419.6028698426
Erie Metro,metro,One Bed,81866.91485050293,81948.86694252661,81866.91485050293,82030.8190345503,82030.8190345503,82030.8190345503
Eugene Metro,metro,One Bed,248574.55505325552,250288.5747442408,252459.66635282215,254859.29392020154,257487.457446379,260572.6928901525
Evansville Metro,metro,One Bed,52297.42701824933,52398.02184196371,52599.21148939249,52699.80631310688,53001.59078425004,53202.78043167882
Fayetteville Metro,metro,One Bed,63290.02285666892,63644.444844987636,63998.866833306354,64264.68332454539,64441.89431870475,65150.738295342184
Fayetteville-Springdale-Rogers Metro,metro,One Bed,135690.10890879383,135138.0113422673,135248.4308555726,136131.7869620151,137567.2406349841,138450.5967414266
Flagstaff Metro,metro,One Bed,181122.74502690954,182053.37878242537,182984.01253794116,183707.83879223122,184638.47254774705,186499.7400587787
Flint Metro,metro,One Bed,49304.19546045371,49526.07569281472,49526.07569281472,49747.95592517571,49969.83615753671,50635.4768546197
Fort Collins Metro,metro,One Bed,285543.7490044846,285543.7490044846,285228.6500631223,285333.6830435764,285123.61708266824,285753.8149653928
Fort Smith Metro,metro,One Bed,53932.187512333134,54148.558084181495,54364.92865602986,54364.92865602986,54256.74337010568,54256.74337010568
Fort Wayne Metro,metro,One Bed,65883.96173116876,66593.03261459546,67183.92501745104,67774.81742030662,68483.88830373331,69074.78070658889
Fresno Metro,metro,One Bed,136940.53566640642,136086.76056517428,136086.76056517428,136513.64811579036,137367.4232170225,138221.19831825464
Gainesville Metro,metro,One Bed,84985.82796158004,85601.87997840704,86320.60733137187,87244.68535661238,88476.78939026636,89606.21808778253
Gainesville Metro,metro,One Bed,172419.47355426397,172732.96415600646,173046.45475774893,174195.92029747137,175136.39210269882,176076.86390792628
Glens Falls Metro,metro,One Bed,123797.51637893067,123901.79643587481,123901.79643587481,124214.63660670728,124631.75683448391,124944.59700531638
Grand Junction Metro,metro,One Bed,207649.50215268484,210187.5515433634,213450.7579028072,217922.55921019323,222515.2200123734,225536.7073822288
Grand Rapids-Wyoming Metro,metro,One Bed,167034.9693276703,168326.4792045574,169295.11161222274,170263.7440198881,171340.00225062735,172846.76377366233
Greeley Metro,metro,One Bed,276662.4644021842,278492.91165268526,280108.0121678332,282261.47952136386,285814.70065468946,289690.9418910446
Green Bay Metro,metro,One Bed,104161.78331465772,104792.45129074727,105423.1192668368,106158.8985722746,106684.45521901589,107210.01186575717
Greensboro-High Point Metro,metro,One Bed,77175.67269756844,77855.45787972439,78308.64800116168,79101.73071367695,79668.21836547357,80234.70601727019
Greenville-Anderson-Mauldin Metro,metro,One Bed,123045.65785611898,122589.12390539043,122018.45646697974,121561.92251625119,122018.45646697974,122703.25739307256
Hagerstown-Martinsburg Metro,metro,One Bed,120554.25240600176,120818.64408474596,120818.64408474596,120994.90520390875,121347.42744223436,122140.60247846696
Harrisburg-Carlisle Metro,metro,One Bed,100138.94829136723,100633.45072031804,101127.95314926885,101721.35606400983,102413.65946454098,103402.66432244261
Hartford-West Hartford-East Hartford Metro,metro,One Bed,72421.21224878964,72495.06370955674,72495.06370955674,72568.91517032385,72568.91517032385,72642.76663109096
Hickory-Lenoir-Morganton Metro,metro,One Bed,80362.05464716506,80574.88000205102,80574.88000205102,80574.88000205102,80468.46732460805,79723.57858250715
Houston-The Woodlands-Sugar Land Metro,metro,One Bed,113428.84532700933,113635.21655761138,113841.58778821342,113841.58778821342,113944.77340351444,114357.51586471853
Huntington-Ashland Metro,metro,One Bed,50945.27732006791,50945.27732006791,50836.16526331258,50617.941149801925,50508.829093046596,50399.717036291266
Huntsville Metro,metro,One Bed,61503.55404151701,61555.57941651694,61624.946583183526,61694.3137498501,61775.24211096111,61867.73166651655
Indianapolis-Carmel-Anderson Metro,metro,One Bed,98388.2323389496,99072.86784303082,99529.2915124183,100213.92701649954,101126.77435527451,101811.40985935573
Jackson Metro,metro,One Bed,79412.11280132299,79128.60983337878,78915.98260742064,78774.23112344852,78490.72815550433,78065.47370358802
Jacksonville Metro,metro,One Bed,130058.87002230209,130487.05124871069,131022.27778172147,131878.64023453867,133056.13860716237,134126.5916731839
Kalamazoo-Portage Metro,metro,One Bed,93388.70942314705,93498.1645297826,93826.5298496893,94592.71559613821,95139.99112931601,95358.90134258712
Kansas City Metro,metro,One Bed,111149.05792085361,111702.8002230443,112035.04560435872,112478.03944611127,113142.5302087401,114139.26635268336
Kennewick-Richland Metro,metro,One Bed,202522.30180529013,204044.06760744646,205331.7155938864,206034.06904103546,206619.36358032638,207555.83484319178
Kingsport-Bristol-Bristol Metro,metro,One Bed,66087.31840885247,66199.61539052482,66199.61539052482,65975.02142718012,65975.02142718012,65975.02142718012
Knoxville Metro,metro,One Bed,111699.91587407838,112773.73754319534,113847.5592123123,115160.00791901081,116591.77014450009,118023.53236998936
Lakeland-Winter Haven Metro,metro,One Bed,63278.282930083165,63824.12326964722,64588.2997450369,65570.8123562522,66553.3249674675,67754.17371450842
Lancaster Metro,metro,One Bed,147996.68016244893,148215.73648635516,148544.32097221454,149420.5462678395,150625.35604932386,152596.86296448004
Lansing-East Lansing Metro,metro,One Bed,87075.74587215994,87401.37981045636,87618.46910265398,87727.01374875278,88052.6476870492,88378.28162534564
Las Vegas-Henderson-Paradise Metro,metro,One Bed,134486.24578332252,134910.6743837807,135335.10298423885,135971.74588492612,136290.06733526973,137032.81738607152
Lexington-Fayette Metro,metro,One Bed,95950.55644561337,96648.22777291639,97345.8991002194,98043.57042752241,98242.90509246613,98342.57242493799
Lincoln Metro,metro,One Bed,164715.47279880213,165347.94887451135,165980.42495022056,166507.48834664494,166929.13906378442,167667.02781877853
Little Rock-North Little Rock-Conway Metro,metro,One Bed,107912.41651460216,107387.51739293335,106775.13508431974,105987.78640181654,105637.85365403733,105725.33684098214
Louisville/Jefferson County Metro,metro,One Bed,110135.05305941615,111615.01161797601,112981.12721049278,114347.24280300955,115485.6724634402,116737.94508991392
Lynchburg Metro,metro,One Bed,104115.62531801824,104230.35203499492,104803.98561987832,105262.89248778505,105721.79935569178,105836.52607266846
Macon-Bibb County Metro,metro,One Bed,47493.814495720566,47704.59599197632,47493.814495720566,47388.423747592686,47704.59599197632,48126.15898448783
Madera Metro,metro,One Bed,181129.6874499946,182302.77185129927,184222.36450797963,186568.53331058894,188701.41404023377,191154.22687932532
Madison Metro,metro,One Bed,183409.10381746,184303.40092005546,185421.27229829974,186203.78226307075,187098.07936566617,187880.5893304372
Manchester-Nashua Metro,metro,One Bed,141734.56725936462,142842.44326795728,144061.10687740915,145390.55808772033,146830.79689889075,149157.33651693532
Medford Metro,metro,One Bed,289839.99910674564,290554.51904736087,291371.11326520686,291677.3360968991,291779.4103741299,291881.4846513606
Memphis Metro,metro,One Bed,96698.17859436305,97264.9401772335,98285.1110264003,99191.92955899303,100325.45272473391,101118.91894075254
Merced Metro,metro,One Bed,165672.4640961538,166574.4854053948,167386.3045837117,168288.32589295274,170904.18768975168,174422.0707957916
Miami-Fort Lauderdale-West Palm Beach Metro,metro,One Bed,148116.63296211083,148315.85107277558,148415.46012810795,148614.6782387727,149212.33257076697,149710.37784742884
Milwaukee-Waukesha-West Allis Metro,metro,One Bed,137180.64146469836,137791.97178603098,138505.19049425237,139116.52081558498,139625.96275002882,139829.73952380635
Minneapolis-St. Paul-Bloomington Metro,metro,One Bed,173143.5571573542,174201.65176530078,175153.93691245271,175894.60313801534,176846.88828516728,177799.17343231922
Mobile Metro,metro,One Bed,66716.35250125453,66867.4027883923,66867.4027883923,67018.45307553007,67396.07879337447,67622.65422408112
Modesto Metro,metro,One Bed,196331.49991711142,196119.6445974213,196967.06587618182,197496.70417540713,199403.40205261827,200568.60631091395
Montgomery Metro,metro,One Bed,66623.37632352844,66779.52186794094,66935.66741235346,66883.6188975493,66987.71592715764,66883.6188975493
Myrtle Beach-Conway-North Myrtle Beach Metro,metro,One Bed,100962.81597154675,101281.63240711324,101494.17669749091,101706.72098786857,101494.17669749091,101494.17669749091
Napa Metro,metro,One Bed,623834.5359510906,625426.9154180433,625327.3917013587,625426.9154180433,626422.1525848885,630104.5301022164
Naples-Immokalee-Marco Island Metro,metro,One Bed,196920.84123696908,196920.84123696908,197628.14719309728,198436.49685724382,199446.93393742698,200659.45843364677
Nashville-Davidson--Murfreesboro--Franklin Metro,metro,One Bed,238160.213627677,239403.81349048708,240647.41335329716,241994.64653800806,243756.4130103223,246554.51270164497
New Haven-Milford Metro,metro,One Bed,106181.63855229774,106487.00371144949,107021.39273996507,107861.14692763242,108548.21853572388,109235.29014381533
New Orleans-Metairie Metro,metro,One Bed,96604.85740983937,96346.10200496798,96259.85020334419,96346.10200496798,96432.35380659178,96346.10200496798
New York-Newark-Jersey City Metro,metro,One Bed,417079.44811662764,416769.73915242986,416976.21179522836,416976.21179522836,417182.68443802686,416872.97547382914
Norwich-New London Metro,metro,One Bed,119763.73139915064,119910.21696363205,119910.21696363205,120203.18809259488,120056.70252811347,119617.24583466923
Ocala Metro,metro,One Bed,64834.71404052267,65058.80116701947,65282.88829351627,65619.01898326147,65843.10610975827,65955.14967300667
Ogden-Clearfield Metro,metro,One Bed,197424.27997068895,198460.552901002,200302.8158882252,201684.51312864257,202605.64462225419,203411.63467916433
Oklahoma City Metro,metro,One Bed,67016.80446236568,67235.12562493511,67453.44678750455,67890.08911264344,68435.89201906705,69309.17666934482
Olympia-Tumwater Metro,metro,One Bed,281954.54119877046,285904.07050239324,290192.13088918367,294705.8786647525,299783.8449122675,306328.7791868424
Omaha-Council Bluffs Metro,metro,One Bed,111319.2587423859,111652.730295475,111986.20184856412,112875.4593234684,114098.1883514618,115098.60301072912
Orlando-Kissimmee-Sanford Metro,metro,One Bed,108573.53387362529,108997.38649567109,109421.2391177169,110057.01805078563,110904.72329487726,111858.39169448033
Oxnard-Thousand Oaks-Ventura Metro,metro,One Bed,368946.7238528465,370267.2820788511,371587.8403048557,372298.9101188582,372908.3985308603,373416.3055408621
Palm Bay-Melbourne-Titusville Metro,metro,One Bed,109816.6140656574,110474.02249317255,110912.29477818267,111240.99899194024,111679.27127695034,112884.52006072813
Panama City Metro,metro,One Bed,203962.72272591823,205079.03811809828,206641.87966715035,209767.56276525452,212558.35124570463,215237.50818693676
Pensacola-Ferry Pass-Brent Metro,metro,One Bed,146355.5156869394,147343.45373703598,148221.62089267734,149319.3298372291,150746.35146514635,152283.1439875188
Peoria Metro,metro,One Bed,42223.99302123901,42368.31014896381,42512.6272766886,42512.6272766886,42440.46871282621,42512.6272766886
Philadelphia-Camden-Wilmington Metro,metro,One Bed,173983.64244392692,174082.72138036176,174181.80031679664,174479.03712610118,174776.27393540574,174776.27393540574
Phoenix-Mesa-Scottsdale Metro,metro,One Bed,167648.96070591785,169033.0809431217,170630.14275527993,172227.2045674382,173611.324804642,175314.85740427749
Pittsburgh Metro,metro,One Bed,83597.67502455904,84156.8629184498,84827.8883911187,85387.07628500945,85946.26417890021,86505.45207279097
Port St. Lucie Metro,metro,One Bed,107635.13445237422,108172.06013777858,108386.83041194033,108816.37096026383,109460.68178274906,110212.37774231518
Portland-South Portland Metro,metro,One Bed,238464.52881511662,240268.90579830357,242186.0563429397,244328.7540104742,246584.22523945788,248952.47002989074
Portland-Vancouver-Hillsboro Metro,metro,One Bed,331690.69697863166,332098.8704859058,331996.82710908726,331384.566848176,330874.3499640833,330874.3499640833
Prescott Metro,metro,One Bed,186590.2063836658,186907.26859558205,187541.39301941457,189021.01667502383,190500.64033063306,192297.32619815858
Providence-Warwick Metro,metro,One Bed,205891.9639702458,206967.95635256483,207828.75025842007,208797.14340250718,210088.33426129003,211271.925881841
Pueblo Metro,metro,One Bed,92838.32182011292,93870.3465144918,95131.71002984377,96278.4041347092,97425.09823957463,98342.45352346697
Punta Gorda Metro,metro,One Bed,109124.03638047192,109657.07639231984,110296.72440653732,110296.72440653732,109976.90039942857,109976.90039942857
Raleigh Metro,metro,One Bed,182162.40991294637,182719.16645418818,183053.22037893324,183498.62561192666,183944.03084492008,184946.19261915528
Reading Metro,metro,One Bed,114396.01522491396,115009.13131012261,115826.61942373416,116439.7355089428,117257.22362255433,118176.89775036731
Reno Metro,metro,One Bed,182940.77170150675,183151.0652775477,183361.35885358864,184202.53315775236,184307.67994577283,184307.67994577283
Richmond Metro,metro,One Bed,164324.92262458237,165002.9527282266,165906.9928664189,166698.02798733718,167489.06310825545,168054.08819462563
Riverside-San Bernardino-Ontario Metro,metro,One Bed,195272.0171624414,196114.81044507114,197168.30204835834,197905.74617065937,198748.53945328915,199696.68189624764
Roanoke Metro,metro,One Bed,99877.72564570102,100226.06270008185,100342.17505154212,100342.17505154212,100226.06270008185,99993.8379971613
Rochester Metro,metro,One Bed,104416.09176773121,104870.88473670119,105325.67770567117,105666.77243239866,106235.26364361114,106917.4530970661
Rockford Metro,metro,One Bed,55732.59812673446,55732.59812673446,55648.00651213159,55055.865209911535,54040.76583467714,53194.849688648486
Sacramento--Roseville--Arden-Arcade Metro,metro,One Bed,303988.64379520126,304406.0769765159,304823.51015783043,305867.09311111696,307641.18413170404,309832.7083336058
Saginaw Metro,metro,One Bed,40318.71963878533,40318.71963878533,40033.30564108065,39938.167641845765,40318.71963878533,40889.54763419468
Salem Metro,metro,One Bed,199147.96995249068,200698.47597210636,202802.7341415848,204242.48973122795,206014.49661078874,206568.2487606515
Salinas Metro,metro,One Bed,528674.6744754746,528975.8700328611,529176.667071119,530582.2463389229,530783.0433771806,530883.4418963095
San Antonio-New Braunfels Metro,metro,One Bed,102590.9693537877,103483.46665875475,103595.02882187563,104152.83963748004,104375.9639637218,104822.21261620533
San Diego-Carlsbad Metro,metro,One Bed,354310.6731141116,355847.68062805233,357692.0896447813,360253.7688346826,362303.1121866036,364557.38987371675
San Francisco-Oakland-Hayward Metro,metro,One Bed,720556.0233787345,723080.2144715543,728532.4672320449,733580.8494176844,738225.3610284727,742163.0991332714
San Jose-Sunnyvale-Santa Clara Metro,metro,One Bed,654295.4569324509,656348.8919653023,660357.9794103932,667887.2411975149,675416.5029846367,682652.4169099225
San Luis Obispo-Paso Robles-Arroyo Grande Metro,metro,One Bed,489804.8828822152,491324.2835143953,493755.3245258835,496692.832414765,500643.27405843337,502871.72831896425
Santa Cruz-Watsonville Metro,metro,One Bed,578751.036378137,577645.377979028,575635.089980648,573423.77318243,572418.62918324,574227.888381782
Santa Rosa Metro,metro,One Bed,458728.6460205255,457940.43064231594,458334.5383314207,461684.45368881116,465921.1113466873,468384.284403592
Savannah Metro,metro,One Bed,275092.8513892978,274885.6314491761,273953.14171862864,274574.80153899366,274160.36165875033,274782.0214791153
Scranton--Wilkes-Barre--Hazleton Metro,metro,One Bed,85321.98161052131,84920.32341875299,84217.42158315842,83916.17793933216,83614.93429550593,83514.51974756384
Seattle-Tacoma-Bellevue Metro,metro,One Bed,390428.12117243576,392072.6346103314,394333.84058743785,397314.5211936237,400089.6376200726,403481.4465857324
Sebastian-Vero Beach Metro,metro,One Bed,96897.58034928817,97107.55499185994,97107.55499185994,97317.5296344317,98157.42820471879,98892.33945372
Shreveport-Bossier City Metro,metro,One Bed,49519.410556336945,49464.359523916995,49739.61468601674,50069.92088053645,50510.32913989605,50730.533269575855
South Bend-Mishawaka Metro,metro,One Bed,68301.2390630961,68399.45360066945,68595.88267581616,68595.88267581616,68694.09721338951,68890.52628853623
Spartanburg Metro,metro,One Bed,66118.09131183248,66434.27148746318,66855.84505497076,67488.20540623214,68436.7459331242,69385.28646001626
Spokane-Spokane Valley Metro,metro,One Bed,160281.8626946397,162123.5878246735,163965.31295470736,166267.46936724964,168569.6257797919,171447.32129546977
Springfield Metro,metro,One Bed,45715.69607426187,45660.080320545916,45604.46456682996,45604.46456682996,45604.46456682996,45604.46456682996
Springfield Metro,metro,One Bed,135521.21632810548,136290.86884018034,136730.67027565168,137500.3227877265,138379.92565866918,139149.578170744
Springfield Metro,metro,One Bed,54704.234319303076,55123.54226588679,55542.850212470505,55822.38884352631,56381.46610563793,57150.19734104139
St. Louis Metro,metro,One Bed,94039.08519149327,94228.81204036508,94513.40231367282,94513.40231367282,94513.40231367282,94608.26573810872
State College Metro,metro,One Bed,175592.9234895116,178156.46619384916,179972.308942755,179972.308942755,179438.23754601798,178476.90903189138
Stockton-Lodi Metro,metro,One Bed,203847.95886777714,204476.49054277624,205838.309171941,206466.84084694012,207723.90419693833,208247.68059277092
Syracuse Metro,metro,One Bed,93509.7169665577,93853.85362260428,94427.41471601525,95000.97580942624,95803.96134020161,96721.65908965917
Tallahassee Metro,metro,One Bed,138160.4429239757,138366.83610190515,138573.22927983457,138779.622457764,138573.22927983457,138263.63951294043
Tampa-St. Petersburg-Clearwater Metro,metro,One Bed,113119.06450124379,113881.49447734709,114643.9244534504,115515.27299756846,116495.54010970128,117693.64435786361
Toledo Metro,metro,One Bed,47518.90636039467,48161.653260468345,48643.7134355236,49366.80369810649,50411.26741072621,51616.41784836434
Trenton Metro,metro,One Bed,118867.64781430115,119294.8823539798,119844.1839049952,119966.25091633196,120088.31792766872,119905.21741066358
Tucson Metro,metro,One Bed,124961.07562214369,126194.23954877461,128212.14415598882,129557.41389413163,131014.78944378634,132696.37661646487
Tulsa Metro,metro,One Bed,63940.662515048214,64271.4916573846,64492.04441894218,65043.42632283616,65705.08460750892,66256.46651140289
Utica-Rome Metro,metro,One Bed,92707.25894403332,93519.34350210233,94563.45221961962,95027.50053851621,95491.54885741278,95723.57301686108
Vallejo-Fairfield Metro,metro,One Bed,275210.0349802284,275834.6105300385,275522.32275513344,277500.1453295321,279165.6801290257,282080.3660281396
Virginia Beach-Norfolk-Newport News Metro,metro,One Bed,141947.15721221216,142229.32904983373,142582.0438468607,143005.30160329305,143569.6452785362,144063.44599437393
Visalia-Porterville Metro,metro,One Bed,133830.146882826,135850.7009041976,137445.87513159623,138722.01451351517,140423.53368940705,142337.7427622854
Waco Metro,metro,One Bed,73194.88411399422,73998.92107749255,74722.55434464102,75606.99500448916,76250.22457528781,77134.66523513595
Washington-Arlington-Alexandria Metro,metro,One Bed,311517.2219213011,312862.0745134972,314000.02670689387,315344.87929909,316379.38129308703,317000.0824894852
Wichita Metro,metro,One Bed,55825.89008025148,55910.11322143,56078.55950378704,56499.675209679626,57005.01405675073,57257.68348028629
Wilmington Metro,metro,One Bed,190131.33213668165,191357.08257023824,192917.128576583,194254.31086773562,196037.22058927247,197820.13031080933
Winston-Salem Metro,metro,One Bed,84823.73749435795,84938.20057340806,85281.58981055842,85624.97904770877,86082.83136390925,86197.29444295936
Worcester Metro,metro,One Bed,164524.29400479325,165701.3045898715,166664.31325039006,168162.3267223078,169660.34019422554,171479.35655298282
Yakima Metro,metro,One Bed,105914.48250131038,107286.13105003981,108429.17150731433,110029.42814749866,112086.90097059279,114944.50211377909
York-Hanover Metro,metro,One Bed,101195.25200157987,101991.74854737624,103186.4933660708,104142.28922102645,105257.38438514138,106213.18024009703
Youngstown-Warren-Boardman Metro,metro,One Bed,43777.29292662959,43979.302803014114,44181.31267939864,44181.31267939864,44282.3176175909,43979.302803014114
